clueFinal,Acc,row_id,Level,wordpair_id,target1,target2,words_in_patch_num_unique,patchsize,words_in_patch_glove,words_in_patch_swow,Similar Words (glove),Similar Words Size (glove),Dissimilar Words (glove),Dissimilar Words Size (glove),Overlap Similarity (glove),Similar Words (swow),Similar Words Size (swow),Dissimilar Words (swow),Dissimilar Words Size (swow),Overlap Similarity (swow)
poisonous,0,1032,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
hiss,0,1063,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
desert,1,1093,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
slither,0,1123,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
gray,0,1153,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
skin,0,1183,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
nasty,0,1212,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
embers,0,1229,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
Slytherin,0,1259,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
campfire,0,1288,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
lava,0,1318,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
desert,0,1345,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
burn,0,1375,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
burn,0,1398,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
dry,0,1428,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38,"tree,sand,lizard,serpent,dead,dragon,bird,poisonous,eat,earth,wood,species,corpse,consume,bush,grass,flame,maple,resemble,debris,willow,bite,red,scorpion,giant,animal,scatter,water,dust,rat,poison,frog,spider,insect,mud,cremate,remains,forest","ashes,snakes,serpent,slither,soot,hiss,cobra,viper,smoke,chimney,venom,flames,hissing,burning,burn,coal,flame,python,fire,reptile,blaze,lizard,cigarette,reptiles,poisonous,ashtray,charcoal,lighter,scaly,fireplace,cigarettes,smoky,bonfire,smoker,boa,charred,smoking,furnace","poison,sand,serpent,tree",4,"fried,black,burn,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,campfire,eve,hiss,dry",34,0.10526315789473684,"coal,slither,venom,burn,hiss,reptile,serpent,soot,fire",9,"fried,black,poison,unrelated,hell,gross,remnants,dangerous,flakes,danger,shedding,pipe,oil,sand,tree,camping,desert,ground,mountain,gang,die,Voldemort,gray,shed,camouflage,embers,campfire,eve,dry",29,0.23684210526315788
goal,0,8,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31,"chance,want,nothing,thing,really,actually,hope,something,love,everything,never,wish,imagine,money,realize,suppose,tell,happen,odds,favorite,think,sure,ever,let,promise,always,might,come,talk,real,night","gamble,wager,betting,odds,lottery,gambling,chances,chance,poker,casino,dice,jackpot,risk,gambler,luck,Las Vegas,cards,probability,lucky,bingo,bid,dreams,serendipity,speculate,fate,possibility,risky,dreaming,win,likelihood,dare","promise,money,chance,hope,wish",5,"goal,wishes,troy,risky,gamble,casino,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,Sharkboy",26,0.16129032258064516,"casino,risk,gambling,gamble,lottery,luck,chance,risky",8,"goal,wishes,money,troy,wish,hope,aspiration,Vegas,unlikely,sleep,ambition,success,fantasy,affirmation,hypothetical,deal,foresee,desire,challenge,nightmare,imagination,promise,Sharkboy",23,0.25806451612903225
wishes,0,38,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31,"chance,want,nothing,thing,really,actually,hope,something,love,everything,never,wish,imagine,money,realize,suppose,tell,happen,odds,favorite,think,sure,ever,let,promise,always,might,come,talk,real,night","gamble,wager,betting,odds,lottery,gambling,chances,chance,poker,casino,dice,jackpot,risk,gambler,luck,Las Vegas,cards,probability,lucky,bingo,bid,dreams,serendipity,speculate,fate,possibility,risky,dreaming,win,likelihood,dare","promise,money,chance,hope,wish",5,"goal,wishes,troy,risky,gamble,casino,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,Sharkboy",26,0.16129032258064516,"casino,risk,gambling,gamble,lottery,luck,chance,risky",8,"goal,wishes,money,troy,wish,hope,aspiration,Vegas,unlikely,sleep,ambition,success,fantasy,affirmation,hypothetical,deal,foresee,desire,challenge,nightmare,imagination,promise,Sharkboy",23,0.25806451612903225
lottery,0,68,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31,"chance,want,nothing,thing,really,actually,hope,something,love,everything,never,wish,imagine,money,realize,suppose,tell,happen,odds,favorite,think,sure,ever,let,promise,always,might,come,talk,real,night","gamble,wager,betting,odds,lottery,gambling,chances,chance,poker,casino,dice,jackpot,risk,gambler,luck,Las Vegas,cards,probability,lucky,bingo,bid,dreams,serendipity,speculate,fate,possibility,risky,dreaming,win,likelihood,dare","promise,money,chance,hope,wish",5,"goal,wishes,troy,risky,gamble,casino,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,Sharkboy",26,0.16129032258064516,"casino,risk,gambling,gamble,lottery,luck,chance,risky",8,"goal,wishes,money,troy,wish,hope,aspiration,Vegas,unlikely,sleep,ambition,success,fantasy,affirmation,hypothetical,deal,foresee,desire,challenge,nightmare,imagination,promise,Sharkboy",23,0.25806451612903225
school,0,98,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31,"chance,want,nothing,thing,really,actually,hope,something,love,everything,never,wish,imagine,money,realize,suppose,tell,happen,odds,favorite,think,sure,ever,let,promise,always,might,come,talk,real,night","gamble,wager,betting,odds,lottery,gambling,chances,chance,poker,casino,dice,jackpot,risk,gambler,luck,Las Vegas,cards,probability,lucky,bingo,bid,dreams,serendipity,speculate,fate,possibility,risky,dreaming,win,likelihood,dare","promise,money,chance,hope,wish",5,"goal,wishes,troy,risky,gamble,casino,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,Sharkboy",26,0.16129032258064516,"casino,risk,gambling,gamble,lottery,luck,chance,risky",8,"goal,wishes,money,troy,wish,hope,aspiration,Vegas,unlikely,sleep,ambition,success,fantasy,affirmation,hypothetical,deal,foresee,desire,challenge,nightmare,imagination,promise,Sharkboy",23,0.25806451612903225
goal,1,128,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31,"chance,want,nothing,thing,really,actually,hope,something,love,everything,never,wish,imagine,money,realize,suppose,tell,happen,odds,favorite,think,sure,ever,let,promise,always,might,come,talk,real,night","gamble,wager,betting,odds,lottery,gambling,chances,chance,poker,casino,dice,jackpot,risk,gambler,luck,Las Vegas,cards,probability,lucky,bingo,bid,dreams,serendipity,speculate,fate,possibility,risky,dreaming,win,likelihood,dare","promise,money,chance,hope,wish",5,"goal,wishes,troy,risky,gamble,casino,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,Sharkboy",26,0.16129032258064516,"casino,risk,gambling,gamble,lottery,luck,chance,risky",8,"goal,wishes,money,troy,wish,hope,aspiration,Vegas,unlikely,sleep,ambition,success,fantasy,affirmation,hypothetical,deal,foresee,desire,challenge,nightmare,imagination,promise,Sharkboy",23,0.25806451612903225
